outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction
death,JUL 2021,202129,all_ages_adj,Moderna,217,40771651,3582,73465871.3,0.532232555,4.875733367,9.160907797,0.282022691,6.99028556,24.786252242,1
death,JUL 2021,202129,all_ages_adj,Pfizer,459,55554654,3582,73465871.3,0.826213408,4.875733367,5.901300222,0.581341363,6.99028556,12.024407689,1
death,JUL 2021,202130,12-17,all_types,0,4827911,3,10680659,0,0.0280882,,,,,0
death,JUL 2021,202130,18-29,all_types,2,15104518,109,19406813,0.0132411,0.561658424,42.417898859,,,,0
death,JUL 2021,202130,30-49,all_types,41,30301891,949,23485413,0.135305087,4.040806095,29.864406305,,,,0
death,JUL 2021,202130,50-64,all_types,171,27409162,1681,12041992,0.623878979,13.959484444,22.37530822,,,,0
death,JUL 2021,202130,65-79,all_types,459,21836368,1691,4268229.3,2.101997915,39.618302606,18.847926694,,,,1
death,JUL 2021,202130,80+,all_types,530,6358374,885,1754003,8.335464381,50.456014043,6.053173733,,,,0
death,JUL 2021,202130,all_ages_adj,all_types,1203,105838224,5318,71637109.3,1.136640388,7.423526789,6.531112978,0.737216419,10.612560965,14.395448465,1
death,JUL 2021,202130,all_ages_adj,Janssen,151,8379856,5318,71637109.3,1.801940272,7.423526789,4.119740762,1.786685968,10.612560965,5.939802043,1
death,JUL 2021,202130,all_ages_adj,Moderna,333,41057379,5318,71637109.3,0.811060053,7.423526789,9.152869457,0.440634878,10.612560965,24.084704814,1
death,JUL 2021,202130,all_ages_adj,Pfizer,719,56315105,5318,71637109.3,1.27674449,7.423526789,5.814418506,0.910920882,10.612560965,11.65036522,1
death,AUG 2021,202131,12-17,all_types,0,5051652,14,10270006,0,0.136319297,,,,,0
death,AUG 2021,202131,18-29,all_types,2,15351567,129,18960448,0.013028,0.680363671,52.223242378,,,,0
death,AUG 2021,202131,30-49,all_types,45,30645520,1138,22798818,0.146840386,4.991486839,33.99260217,,,,0
death,AUG 2021,202131,50-64,all_types,207,27605658,2279,11665857,0.749846282,19.535641488,26.052861726,,,,0
death,AUG 2021,202131,65-79,all_types,615,21905126,2229,4150119.45,2.807562029,53.709297452,19.130226472,,,,1
death,AUG 2021,202131,80+,all_types,735,6373724,1165,1729774,11.531719918,67.349838765,5.840398418,,,,0
death,AUG 2021,202131,all_ages_adj,all_types,1604,106933247,6954,69575022.45,1.500001211,9.994966232,6.663305442,0.972195307,14.27035037,14.678481025,1
death,AUG 2021,202131,all_ages_adj,Janssen,190,8500599,6954,69575022.45,2.235136606,9.994966232,4.471747366,2.090592862,14.27035037,6.825982537,1
death,AUG 2021,202131,all_ages_adj,Moderna,480,41310267,6954,69575022.45,1.16193875,9.994966232,8.601973411,0.612436761,14.27035037,23.300936987,1
death,AUG 2021,202131,all_ages_adj,Pfizer,931,57036122,6954,69575022.45,1.632298914,9.994966232,6.123245042,1.185435041,14.27035037,12.038070304,1
death,AUG 2021,202132,12-17,all_types,0,5246689,8,9852856,0,0.081194732,,,,,0
death,AUG 2021,202132,18-29,all_types,3,15584768,138,18498260,0.0192496,0.746016112,38.754960088,,,,0
death,AUG 2021,202132,30-49,all_types,44,30971175,1321,22085086,0.142067584,5.981412071,42.102581821,,,,0
death,AUG 2021,202132,50-64,all_types,267,27794240,2593,11296598,0.960630692,22.953813175,23.894524056,,,,0
death,AUG 2021,202132,65-79,all_types,702,21970994,2627,4035916.45,3.195121714,65.090544677,20.371851375,,,,1
death,AUG 2021,202132,80+,all_types,900,6387870,1357,1705938,14.089203443,79.545681027,5.645860772,,,,0
death,AUG 2021,202132,all_ages_adj,all_types,1916,107955736,8044,67474654.45,1.77480148,11.921513442,6.717096857,1.156314349,17.031142396,14.728816956,1
death,AUG 2021,202132,all_ages_adj,Janssen,256,8635127,8044,67474654.45,2.964635031,11.921513442,4.021241508,2.82950059,17.031142396,6.019133713,1
death,AUG 2021,202132,all_ages_adj,Moderna,560,41552939,8044,67474654.45,1.34767844,11.921513442,8.845962872,0.72109171,17.031142396,23.618552491,1
death,AUG 2021,202132,all_ages_adj,Pfizer,1100,57681075,8044,67474654.45,1.907037967,11.921513442,6.251324645,1.392386245,17.031142396,12.231622119,1
death,AUG 2021,202133,12-17,all_types,2,5468952,2,9506176,0.0365701,0.021039,0.575305149,,,,0
death,AUG 2021,202133,18-29,all_types,2,15817798,146,18050378,0.012644,0.808847327,63.970918171,,,,0
death,AUG 2021,202133,30-49,all_types,46,31299587,1318,21403838,0.146966795,6.157774134,41.89908418,,,,0
death,AUG 2021,202133,50-64,all_types,251,27985644,2704,10953442,0.896888419,24.686304086,27.524387164,,,,0
death,AUG 2021,202133,65-79,all_types,778,22037444,2810,3916619.45,3.530354972,71.745545767,20.322473613,,,,1
death,AUG 2021,202133,80+,all_types,961,6402088,1494,1679696,15.01072775,88.944666178,5.92540666,,,,0
death,AUG 2021,202133,all_ages_adj,all_types,2040,109011513,8474,65510149.45,1.871361973,12.935400195,6.912291895,1.223862629,18.541818275,15.150244672,1
death,AUG 2021,202133,all_ages_adj,Janssen,250,8769058,8474,65510149.45,2.850933361,12.935400195,4.537250983,2.860312676,18.541818275,6.482444535,1
death,AUG 2021,202133,all_ages_adj,Moderna,643,41773291,8474,65510149.45,1.539261056,12.935400195,8.40364287,0.83528457,18.541818275,22.198205192,1
death,AUG 2021,202133,all_ages_adj,Pfizer,1144,58381838,8474,65510149.45,1.959513505,12.935400195,6.601332506,1.427837665,18.541818275,12.98594282,1
death,AUG 2021,202134,12-17,all_types,0,5738808,14,9190034,0,0.152338936,,,,,0
death,AUG 2021,202134,18-29,all_types,1,16076415,132,17613504,0.00622029,0.749424987,120.480670967,,,,0
death,AUG 2021,202134,30-49,all_types,45,31680342,1252,20745106,0.142043921,6.035158365,42.487973559,,,,0
death,AUG 2021,202134,50-64,all_types,253,28208282,2556,10624644,0.896899712,24.057276649,26.822705291,,,,0
death,AUG 2021,202134,65-79,all_types,773,22113675,2763,3801958.45,3.495574571,72.673071953,20.79002192,,,,1
death,AUG 2021,202134,80+,all_types,879,6418067,1372,1653756,13.695712432,82.962661965,6.057564539,,,,0
death,AUG 2021,202134,all_ages_adj,all_types,1951,110235589,8089,63629002.45,1.769845853,12.712756272,7.182973734,1.160150528,18.248109463,15.72908776,1
death,AUG 2021,202134,all_ages_adj,Janssen,226,8898896,8089,63629002.45,2.539640872,12.712756272,5.005729909,2.408136181,18.248109463,7.577690004,1
death,AUG 2021,202134,all_ages_adj,Moderna,636,42014338,8089,63629002.45,1.513768942,12.712756272,8.398082373,0.808407901,18.248109463,22.572898449,1
death,AUG 2021,202134,all_ages_adj,Pfizer,1085,59234155,8089,63629002.45,1.831713477,12.712756272,6.940362908,1.346317289,18.248109463,13.554092791,1
death,SEP 2021,202135,12-17,all_types,0,6064059,9,8899210,0,0.101132572,,,,,0
death,SEP 2021,202135,18-29,all_types,5,16394335,121,17194227,0.0304983,0.70372457,23.074192693,,,,0
death,SEP 2021,202135,30-49,all_types,52,32183365,1159,20123078,0.161574155,5.759556267,35.646519532,,,,0
death,SEP 2021,202135,50-64,all_types,235,28499346,2429,10312705,0.824580325,23.553471179,28.564192538,,,,0
death,SEP 2021,202135,65-79,all_types,732,22216408.1,2614,3690507.45,3.294862053,70.830367786,21.497217986,,,,1
death,SEP 2021,202135,80+,all_types,832,6439304,1378,1628929,12.920651052,84.59546119,6.54730639,,,,0
death,SEP 2021,202135,all_ages_adj,all_types,1856,111796817.1,7710,61848656.45,1.660154598,12.465913477,7.508887118,1.105206688,17.899759874,16.195848316,1
death,SEP 2021,202135,all_ages_adj,Janssen,243,9023873,7710,61848656.45,2.692857047,12.465913477,4.629251854,2.634630456,17.899759874,6.794030575,1
death,SEP 2021,202135,all_ages_adj,Moderna,584,42325934,7710,61848656.45,1.379768725,12.465913477,9.034784779,0.747658398,17.899759874,23.941093845,1
death,SEP 2021,202135,all_ages_adj,Pfizer,1027,60358161,7710,61848656.45,1.701509759,12.465913477,7.326383765,1.273138754,17.899759874,14.059551491,1
death,SEP 2021,202136,12-17,all_types,0,6440705,6,8685883,0,0.069077606,,,,,0
death,SEP 2021,202136,18-29,all_types,3,16768995,112,16865140,0.0178902,0.66409173,37.120503002,,,,0
death,SEP 2021,202136,30-49,all_types,49,32792919,996,19644391,0.149422502,5.07014954,33.931633305,,,,0
death,SEP 2021,202136,50-64,all_types,213,28839220,2116,10078961,0.738577534,20.99422748,28.425218077,,,,0
death,SEP 2021,202136,65-79,all_types,679,22335677.1,2358,3607540.45,3.039979477,65.363092464,21.501162408,,,,1
death,SEP 2021,202136,80+,all_types,796,6463755,1179,1610327,12.314823195,73.2149433,5.945269546,,,,0
death,SEP 2021,202136,all_ages_adj,all_types,1740,113641271.1,6767,60492242.45,1.531133877,11.186558352,7.306061554,1.029687136,16.098517903,15.634378004,1
death,SEP 2021,202136,all_ages_adj,Janssen,191,9139017,6767,60492242.45,2.089940308,11.186558352,5.352573139,2.075305899,16.098517903,7.757178308,1
death,SEP 2021,202136,all_ages_adj,Moderna,578,42749908,6767,60492242.45,1.352049693,11.186558352,8.273777515,0.738204411,16.098517903,21.807669627,1
death,SEP 2021,202136,all_ages_adj,Pfizer,970,61663142,6767,60492242.45,1.573062884,11.186558352,7.111323053,1.197847007,16.098517903,13.439544288,1
death,SEP 2021,202137,12-17,all_types,0,6828225,5,8468974,0,0.059039,,,,,0
death,SEP 2021,202137,18-29,all_types,8,17163173,115,16495857,0.0466114,0.697144744,14.956519802,,,,0
death,SEP 2021,202137,30-49,all_types,38,33434333,848,19107439,0.113655625,4.438062055,39.048327535,,,,0
death,SEP 2021,202137,50-64,all_types,221,29184624,1749,9824979,0.757248063,17.801564767,23.508234132,,,,0
death,SEP 2021,202137,65-79,all_types,598,22454488.1,2043,3520224.25,2.663164697,58.036075401,21.792146563,,,,1
death,SEP 2021,202137,80+,all_types,733,6488394,1054,1590709,11.297094474,66.259762156,5.865203864,,,,0
death,SEP 2021,202137,all_ages_adj,all_types,1598,115553237.1,5814,59008182.25,1.382912362,9.85287087,7.12472543,0.942110934,14.189389542,15.061272536,1
death,SEP 2021,202137,all_ages_adj,Janssen,178,9239079,5814,59008182.25,1.926598961,9.85287087,5.114126536,1.944999809,14.189389542,7.295316677,1
death,SEP 2021,202137,all_ages_adj,Moderna,543,43245644,5814,59008182.25,1.255617791,9.85287087,7.847030314,0.697105079,14.189389542,20.354735564,1
death,SEP 2021,202137,all_ages_adj,Pfizer,875,62978482,5814,59008182.25,1.389363434,9.85287087,7.091644009,1.06842096,14.189389542,13.28071057,1
death,SEP 2021,202138,12-17,all_types,1,7127021,6,8300375,0.0140311,0.072285891,5.15183061,,,,0
death,SEP 2021,202138,18-29,all_types,2,17504624,82,16199883,0.0114256,0.506176495,44.302146133,,,,0
death,SEP 2021,202138,30-49,all_types,46,33978857,650,18682187,0.135378303,3.479250047,25.700204308,,,,0
death,SEP 2021,202138,50-64,all_types,165,29464753,1484,9626044,0.559991119,15.416509627,27.529918078,,,,0
death,SEP 2021,202138,65-79,all_types,495,22548686.1,1639,3452554.25,2.19524986,47.472099823,21.624918736,,,,1
death,SEP 2021,202138,80+,all_types,655,6508454,851,1572149,10.0638339,54.129729434,5.378638993,,,,0
death,SEP 2021,202138,all_ages_adj,all_types,1364,117132395.1,4712,57833192.25,1.164494245,8.147570308,6.996660003,0.806851525,11.693012583,14.492149068,1
death,SEP 2021,202138,all_ages_adj,Janssen,138,9310000,4712,57833192.25,1.482277121,8.147570308,5.49665794,1.556890023,11.693012583,7.510493618,1
death,SEP 2021,202138,all_ages_adj,Moderna,505,43707369,4712,57833192.25,1.155411574,8.147570308,7.051660632,0.646804555,11.693012583,18.078123433,1
death,SEP 2021,202138,all_ages_adj,Pfizer,719,64024177,4712,57833192.25,1.123013264,8.147570308,7.255097128,0.885175183,11.693012583,13.209828759,1
death,SEP 2021,202139,12-17,all_types,1,7401963,6,8164685,0.0135099,0.07348722,5.439496809,,,,0
death,SEP 2021,202139,18-29,all_types,1,17891595,53,15938911,0.00558922,0.332519581,59.493056646,,,,0
death,SEP 2021,202139,30-49,all_types,37,34594239,546,18295479,0.106954224,2.984343837,27.90300107,,,,0
death,SEP 2021,202139,50-64,all_types,153,29771088,1195,9438842,0.513921426,12.660451356,24.634994212,,,,0
death,SEP 2021,202139,65-79,all_types,460,22648873.1,1351,3315858.25,2.031006125,40.743599338,20.060795892,,,,1
death,SEP 2021,202139,80+,all_types,530,6529168,758,1531804,8.117420167,49.484137657,6.096042417,,,,0
death,SEP 2021,202139,all_ages_adj,all_types,1182,118836926.1,3909,56685579.25,0.994640335,6.895933766,6.93309282,0.690010115,10.035007543,14.543276,1
death,SEP 2021,202139,all_ages_adj,Janssen,124,9394602,3909,56685579.25,1.3199069,6.895933766,5.224560738,1.255142645,10.035007543,7.995113214,1
death,SEP 2021,202139,all_ages_adj,Moderna,434,44217310,3909,56685579.25,0.981516062,6.895933766,7.025798181,0.545115759,10.035007543,18.408947783,1
death,SEP 2021,202139,all_ages_adj,Pfizer,624,65133472,3909,56685579.25,0.958032761,6.895933766,7.198014565,0.75917278,10.035007543,13.218344769,1
death,OCT 2021,202140,12-17,all_types,0,7633222,6,8048067,0,0.074552063,,,,,0
death,OCT 2021,202140,18-29,all_types,0,18251377,43,15705750,0,0.273785079,,,,,0
death,OCT 2021,202140,30-49,all_types,22,35149757,452,17952572,0.062589337,2.51774509,40.226421859,,,,0
death,OCT 2021,202140,50-64,all_types,128,30048014,995,9269452,0.425984892,10.734183639,25.198507833,,,,0
death,OCT 2021,202140,65-79,all_types,405,22742029.1,1202,3200172.25,1.780843733,37.56047819,21.091394766,,,,1
death,OCT 2021,202140,80+,all_types,480,6548111,705,1494659,7.330358328,47.167949345,6.434603499,,,,0
death,OCT 2021,202140,all_ages_adj,all_types,1035,120372510.1,3403,55670672.25,0.859830869,6.112733801,7.109228128,0.595434993,9.051927768,15.202209941,1
death,OCT 2021,202140,all_ages_adj,Janssen,98,9470207,3403,55670672.25,1.034824265,6.112733801,5.907025963,1.041348831,9.051927768,8.692502935,1
death,OCT 2021,202140,all_ages_adj,Moderna,381,44626569,3403,55670672.25,0.853751495,6.112733801,7.159851359,0.472462955,9.051927768,19.159021189,1
death,OCT 2021,202140,all_ages_adj,Pfizer,555,66183603,3403,55670672.25,0.838576286,6.112733801,7.289418867,0.667069812,9.051927768,13.569685827,1
death,OCT 2021,202141,12-17,all_types,0,7810443,5,7948792,0,0.06290264,,,,,0
death,OCT 2021,202141,18-29,all_types,4,18545971,45,15497567,0.021568,0.290368159,13.462898644,,,,0
death,OCT 2021,202141,30-49,all_types,28,35600280,358,17650258,0.078651067,2.028298963,25.788575361,,,,0
death,OCT 2021,202141,50-64,all_types,127,30273506,886,9115869,0.419508728,9.719314747,23.168325457,,,,0
death,OCT 2021,202141,65-79,all_types,363,22847385.1,1107,3107628.95,1.588803263,35.622013368,22.42065723,,,,1
death,OCT 2021,202141,80+,all_types,464,6572509,681,1462390,7.059708857,46.567605085,6.596250076,,,,0
death,OCT 2021,202141,all_ages_adj,all_types,986,121650094.1,3082,54782504.95,0.810521362,5.62588367,6.941067727,0.571893389,8.447570005,14.771232145,1
death,OCT 2021,202141,all_ages_adj,Janssen,121,9537815,3082,54782504.95,1.268634378,5.62588367,4.434598153,1.302916588,8.447570005,6.483584662,1
death,OCT 2021,202141,all_ages_adj,Moderna,360,44951939,3082,54782504.95,0.800855331,5.62588367,7.024843877,0.45477858,8.447570005,18.575127288,1
death,OCT 2021,202141,all_ages_adj,Pfizer,505,67067680,3082,54782504.95,0.75297073,5.62588367,7.471583479,0.609300657,8.447570005,13.864370417,1
death,OCT 2021,202142,12-17,all_types,0,7962183,4,7862481,0,0.0508745,,,,,0
death,OCT 2021,202142,18-29,all_types,3,18814424,45,15308552,0.0159452,0.293953341,18.435209287,,,,0
death,OCT 2021,202142,30-49,all_types,23,36007885,336,17376586,0.063874899,1.933636446,30.272242951,,,,0
death,OCT 2021,202142,50-64,all_types,111,30476612,784,8968650,0.364213712,8.741560882,24.001185519,,,,0
death,OCT 2021,202142,65-79,all_types,376,22943588.1,995,3045920.25,1.638802084,32.666646476,19.933246844,,,,1
death,OCT 2021,202142,80+,all_types,426,6595838,606,1432341,6.458618298,42.308360928,6.550682975,,,,0
death,OCT 2021,202142,all_ages_adj,all_types,939,122800530.1,2770,53994530.25,0.76465468,5.130149271,6.709105963,0.536751566,7.731571655,14.404376532,1
death,OCT 2021,202142,all_ages_adj,Janssen,90,9604518,2770,53994530.25,0.937058997,5.130149271,5.474734557,0.950916776,7.731571655,8.130650181,1
death,OCT 2021,202142,all_ages_adj,Moderna,361,45193934,2770,53994530.25,0.798779765,5.130149271,6.422482758,0.448373563,7.731571655,17.243593926,1
death,OCT 2021,202142,all_ages_adj,Pfizer,487,67908657,2770,53994530.25,0.71713979,5.130149271,7.153625199,0.577302928,7.731571655,13.392573082,1
death,OCT 2021,202143,12-17,all_types,1,8086430,1,7786684,0.0123664,0.0128424,1.038494692,,,,0
death,OCT 2021,202143,18-29,all_types,1,19047212,33,15126636,0.00525011,0.218158221,41.553058856,,,,0
death,OCT 2021,202143,30-49,all_types,23,36352151,299,17087451,0.063269984,1.749822136,27.656434128,,,,0
death,OCT 2021,202143,50-64,all_types,89,30649361,701,8782946,0.290381258,7.981376636,27.485853235,,,,0
death,OCT 2021,202143,65-79,all_types,335,23022582.1,935,2938860.8,1.455093084,31.815048879,21.864614174,,,,1
death,OCT 2021,202143,80+,all_types,456,6616452,603,1376376,6.891911254,43.810702889,6.356829227,,,,0
death,OCT 2021,202143,all_ages_adj,all_types,905,123774188.1,2572,53098953.8,0.731170217,4.843786583,6.624704438,0.519188536,7.472308094,14.39228253,1
death,OCT 2021,202143,all_ages_adj,Janssen,92,9668003,2572,53098953.8,0.951592588,4.843786583,5.09018948,1.001631194,7.472308094,7.460139159,1
death,OCT 2021,202143,all_ages_adj,Moderna,394,45421372,2572,53098953.8,0.867433067,4.843786583,5.584046505,0.486572794,7.472308094,15.357019921,1
death,OCT 2021,202143,all_ages_adj,Pfizer,419,68590952,2572,53098953.8,0.610867742,4.843786583,7.92935401,0.495390559,7.472308094,15.083670769,1
death,NOV 2021,202144,12-17,all_types,0,8190695,4,7708982,0,0.0518875,,,,,0
death,NOV 2021,202144,18-29,all_types,0,19250204,34,14944724,0,0.227505038,,,,,0
death,NOV 2021,202144,30-49,all_types,29,36655682,292,16793029,0.07911461,1.738816744,21.978452968,,,,0
death,NOV 2021,202144,50-64,all_types,109,30801588,798,8591744,0.353877859,9.287986234,26.246305077,,,,0
death,NOV 2021,202144,65-79,all_types,359,23094405.1,978,2851676.8,1.554489057,34.295611621,22.062304956,,,,1
death,NOV 2021,202144,80+,all_types,483,6636290,581,1336733.05,7.278162949,43.464175588,5.971860742,,,,1
death,NOV 2021,202144,all_ages_adj,all_types,980,124628864.1,2687,52226888.85,0.786334696,5.144859399,6.54283656,0.560953302,7.975354338,14.217501357,1
death,NOV 2021,202144,all_ages_adj,Janssen,101,9733729,2687,52226888.85,1.037629053,5.144859399,4.958283875,1.079714286,7.975354338,7.386541457,1
death,NOV 2021,202144,all_ages_adj,Moderna,429,45627397,2687,52226888.85,0.940224576,5.144859399,5.471947374,0.527404215,7.975354338,15.121901037,1
death,NOV 2021,202144,all_ages_adj,Pfizer,449,69173554,2687,52226888.85,0.649091993,5.144859399,7.926240746,0.529715234,7.975354338,15.055927848,1
death,NOV 2021,202145,12-17,all_types,0,8280621,3,7616146,0,0.03939,,,,,0
death,NOV 2021,202145,18-29,all_types,0,19428854,35,14772193,0,0.236931646,,,,,0
death,NOV 2021,202145,30-49,all_types,25,36933072,332,16515632,0.06769001,2.010216745,29.697391911,,,,0
death,NOV 2021,202145,50-64,all_types,135,30950235,785,8412808,0.436184087,9.331010526,21.392368042,,,,0
death,NOV 2021,202145,65-79,all_types,364,23198550.1,993,2774768.8,1.569063577,35.786765369,22.807721685,,,,1
death,NOV 2021,202145,80+,all_types,515,6666199,673,1302302.9,7.725541947,51.677685737,6.689198776,,,,1
death,NOV 2021,202145,all_ages_adj,all_types,1039,125457531.1,2821,51393850.699999996,0.828168697,5.488983529,6.627856803,0.591289583,8.582085707,14.514183844,1
